"Stomatologie a parodontologie, s.r.o.",,7,,,,,,126,DELETE,,,,,126,,,,,,,,,
Nováková Miloslava MUDr. - Zubní Lékař,,7,,,,,,127,DELETE,,,,,127,,,,,,,,,
Sanedent Zlín S.r.o.,,7,,,,,,128,DELETE,,,,,128,,,,,,,,,
Ortoline Luhačovice s.r.o.,http://www.ortoline.cz/,7,"Vlastní kód, bez rozpoznatelného CMS","#1B8FC4, #0F2D42, #FFFFFF","Sekce 'Aktuality' zobrazuje oznámení z roku 2020, což působí dojmem dlouhodobě neaktualizovaného webu.",info@ortoline.cz,,75,DELETE,,,,ortoline.cz,75,,,,,,,,,
Oblastní Stomatologická Komora Zlín,,7,,,,,,130,DELETE,,,,,130,,,,,,,,,
Mudr Štěpán Pohanka,,7,,,,,,131,DELETE,,,,,131,,,,,,,,,
MUDr. Petr Sanetrník,,7,,,,,,132,DELETE,,,,,132,,,,,,,,,
Zubní Lékař Zatloukalová Dana MUDr.,,7,,,,,,133,DELETE,,,,,133,,,,,,,,,
Zubní lékařka,,7,,,,,,134,DELETE,,,,,134,,,,,,,,,
Soukromá stomatologická praxe,,7,,,,,,135,DELETE,,,,,135,,,,,,,,,
Privátní stomatologická ordinace,,7,,,,,,136,DELETE,,,,,136,,,,,,,,,
Soukromý zubní lékař,,7,,,,,,137,DELETE,,,,,137,,,,,,,,,
Zubní Lékař Havlíková Oldřiška MUDr.,,7,,,,,,138,DELETE,,,,,138,,,,,,,,,
Zubní Lékař Novotná Iva MUDr.,,7,,,,,,139,DELETE,,,,,139,,,,,,,,,
Privátní zubní technik,,7,,,,,,140,DELETE,,,,,140,,,,,,,,,
MUDr. Renata Vocelová,https://www.znamylekar.cz/renata-vocelova/zubar/zlin,7,"Frontendový framework (HTML, CSS, JavaScript)","#007BFF, #343A40, #FFFFFF","HTML kód je nadměrně složitý a hluboce vnořený, což snižuje čitelnost a potenciálně ovlivňuje výkon stránky.",,,87,DELETE,,,,znamylekar.cz/renata-vocelova/zubar/zlin,87,,,,,,,,,
Zubní pohotovostní služba (21),,7,,,,,,142,DELETE,,,,,142,,,,,,,,,
Privátní zubní lékařka,,7,,,,,,143,DELETE,,,,,143,,,,,,,,,
MUDr. Iva Maňasová - zubní ordinace,,7,,,,,,144,DELETE,,,,,144,,,,,,,,,
Privátní zubní lékař,,7,,,,,,145,DELETE,,,,,145,,,,,,,,,
Sanža Marie MUDr.,,7,,,,,,146,DELETE,,,,,146,,,,,,,,,
Mident s.r.o.,,7,,,,,,147,DELETE,,,,,147,,,,,,,,,
Compedent s.r.o.,,7,,,,,,148,DELETE,,,,,148,,,,,,,,,
Privátní stomatolog,,7,,,,,,149,DELETE,,,,,149,,,,,,,,,
Soukromá zubní lékařka,,7,,,,,,150,DELETE,,,,,150,,,,,,,,,
Praktická zubní lékařka,,7,,,,,,151,DELETE,,,,,151,,,,,,,,,
LDK-lékařský dům kotěrova,,7,,,,,,152,DELETE,,,,,152,,,,,,,,,
Ortodoncie Zlín - MUDr. Pavlína Adamková,,7,,,,,,153,DELETE,,,,,153,,,,,,,,,
Malárová Jitka MUDr.,https://www.znamylekar.cz/jitka-malarova/zubar/zlin,7,Moderní webová aplikace,"#212529, #007bff, #ffffff","Hlavní slabinou profilové stránky je absence klíčových informací pro pacienty, jako je podrobný ceník služeb a aktivní online rezervační kalendář.",,,100,DELETE,,,,znamylekar.cz/jitka-malarova/zubar/zlin,100,,,,,,,,,
Z deníčku dentální hygienistky,,7,,,,,,155,DELETE,,,,,155,,,,,,,,,
MDDr. David Pretsch,,7,,,,,,156,DELETE,,,,,156,,,,,,,,,
Privátní zubní laboratoř,,7,,,,,,157,DELETE,,,,,157,,,,,,,,,
Privátní stomatologická praxe,,7,,,,,,158,DELETE,,,,,158,,,,,,,,,
Praktický stomatolog,,7,,,,,,159,DELETE,,,,,159,,,,,,,,,
Zubní Technik Stašková Marta,,7,,,,,,160,DELETE,,,,,160,,,,,,,,,
Drbalová Jana MUDr.,,7,,,,,,161,DELETE,,,,,161,,,,,,,,,
Jániš Jan MUDr.,,7,,,,,,162,DELETE,,,,,162,,,,,,,,,
Sandent S.r.o.,,7,,,,,,163,DELETE,,,,,163,,,,,,,,,
Chudárková Hana MUDr.,,7,,,,,,164,DELETE,,,,,164,,,,,,,,,
"MUDr. Helena Rabská, zubní lékař",,7,,,,,,165,DELETE,,,,,165,,,,,,,,,
Zubní Lékař MDDr. Petr Okenica,,7,,,,,,166,DELETE,,,,,166,,,,,,,,,
MUDr. Stanislav Piskorz,,7,,,,,,167,DELETE,,,,,167,,,,,,,,,
Zubní Lékař Pindur Roman MUDr.,,7,,,,,,168,DELETE,,,,,168,,,,,,,,,
Maďová Karin MUDr.,,7,,,,,,169,DELETE,,,,,169,,,,,,,,,
Zubní Lékař Kokášová Julie MUDr.,,7,,,,,,170,DELETE,,,,,170,,,,,,,,,
Zubní ordinace GaG Golik,,7,,,,,,171,DELETE,,,,,171,,,,,,,,,
Bajerová Helena MUDr.,,7,,,,,,172,DELETE,,,,,172,,,,,,,,,
Dental G&G S.r.o.,,7,,,,,,173,DELETE,,,,,173,,,,,,,,,
DentalComplex,,7,,,,,,174,DELETE,,,,,174,,,,,,,,,
MUDr. Milan Kiša,,7,,,,,,175,DELETE,,,,,175,,,,,,,,,
MUDr. Libuše Sirotová,,7,,,,,,176,DELETE,,,,,176,,,,,,,,,
Šiřinová Helena MUDr.,,7,,,,,,177,DELETE,,,,,177,,,,,,,,,
MUDr. Eva Ožanová,,7,,,,,,178,DELETE,,,,,178,,,,,,,,,
Odbor. lékař ortodoncie a stomatologie,,7,,,,,,179,DELETE,,,,,179,,,,,,,,,
Prozuby,,7,,,,,,180,DELETE,,,,,180,,,,,,,,,
MUDr.Petr Skřížala,,7,,,,,,181,DELETE,,,,,181,,,,,,,,,
MUDr. Bendito Garcia N'Dua,,7,,,,,,182,DELETE,,,,,182,,,,,,,,,
ORDINACE PRAKTICKÉHO LÉKAŘE,,7,,,,,,183,DELETE,,,,,183,,,,,,,,,
ORL ambulance Karviná,,7,,,,,,184,DELETE,,,,,184,,,,,,,,,
DDM,,7,,,,,,185,DELETE,,,,,185,,,,,,,,,
Zubní Lékař Golasowski Lukáš MUDr.,,7,,,,,,186,DELETE,,,,,186,,,,,,,,,
Zubní Lékař Penčáková Anna MUDr.,,7,,,,,,187,DELETE,,,,,187,,,,,,,,,
MUDr. Ewa Vystavělová,,7,,,,,,188,DELETE,,,,,188,,,,,,,,,
MUDr. Renáta Prymusová,https://www.detail.cz/osoba/renata-prymusova-hornosusska-1050-8-havirov/x7CWs5BsIic/,7,Bootstrap,"#0d6efd, #f8f9fa, #212529","Hlavní slabinou webu je nedostatek unikátního vizuálního designu a značkové identity, jelikož se spoléhá především na generické komponenty Bootstrapu.",,,135,DELETE,,,,detail.cz/osoba/renata-prymusova-hornosusska-1050-8-havirov/x7cws5bsiic,135,,,,,,,,,
Zubní Lékař Langrová Marie MUDr.,,7,,,,,,190,DELETE,,,,,190,,,,,,,,,
Zubní lékař MUDr. Eva Kučerová,,7,,,,,,191,DELETE,,,,,191,,,,,,,,,
Zubní ordinace,,7,,,,,,192,DELETE,,,,,192,,,,,,,,,
AUCentrum - ordinace k pronájmu,http://www.aucentrum.cz/,7,Jednoduchy staticky web bez CSS stylovani,"#C0392B, #8CB92F, #E8E4DC","Stranka vypada jako nedokoncena, chybi graficky layout, text je jen naskladany pod sebou bez stylu.",aucentrum@centrum.cz,,139,DELETE,,,,aucentrum.cz,139,,,,,,,,,
"Přesné maily a návrhy webu, přesně co napsat od řádku 190. ",,7,,,,,,194,DELETE,,,,,194,,,,,,,,,
MUDr. Andělin Mrozovský - soukromá ambulance,,7,,,,,,195,DELETE,,,,,195,,,,,,,,,
Zubní Ordinace Mudr Dagmar Cichá-Norková,,7,,,,,,196,DELETE,,,,,196,,,,,,,,,
Michnová Ladislava MUDr.,,7,,,,,,197,DELETE,,,,,197,,,,,,,,,
"MUDr. Josef Kloda, zubní lékař",,7,,,,,,198,DELETE,,,,,198,,,,,,,,,
MUDr. Barbora Cudlínová,,7,,,,,,199,DELETE,,,,,199,,,,,,,,,
Mrázková Eva MUDr.,,7,,,,,,200,DELETE,,,,,200,,,,,,,,,
MUDr. Anna Matusiková,,7,,,,,,201,DELETE,,,,,201,,,,,,,,,
MUDr. Marcela Pokorná,,7,,,,,,202,DELETE,,,,,202,,,,,,,,,
Komár Vladimír,,7,,,,,,203,DELETE,,,,,203,,,,,,,,,
Dentální hygiena Havířov,,7,,,,,,204,DELETE,,,,,204,,,,,,,,,
Zubní Lékař Baron Břetislav MUDr.,,7,,,,,,205,DELETE,,,,,205,,,,,,,,,
Ta Denta S.r.o.,,7,,,,,,206,DELETE,,,,,206,,,,,,,,,
Odborný lékař stomatolog,,7,,,,,,207,DELETE,,,,,207,,,,,,,,,
MUDr. Josef Vimmer,,7,,,,,,208,DELETE,,,,,208,,,,,,,,,
Zubní Lékař Semerád Milan MUDr.,,7,,,,,,209,DELETE,,,,,209,,,,,,,,,
MUDr. Ivana Bedečová,,7,,,,,,210,DELETE,,,,,210,,,,,,,,,
Zubní Lékař Nováková Hana MUDr.,,7,,,,,,211,DELETE,,,,,211,,,,,,,,,
Slavík Martin MUDr.,,7,,,,,,212,DELETE,,,,,212,,,,,,,,,
Zubní Lékař Kováčová Dagmar MUDr.,,7,,,,,,213,DELETE,,,,,213,,,,,,,,,
Zubní praxe MŽ,,7,,,,,,214,DELETE,,,,,214,,,,,,,,,
Kolčavová Marie MUDr.,,7,,,,,,215,DELETE,,,,,215,,,,,,,,,
Zubní Lékař Fačevic Richard MUDr.,,7,,,,,,216,DELETE,,,,,216,,,,,,,,,
Strakošová Marta MUDr.,,7,,,,,,217,DELETE,,,,,217,,,,,,,,,
Slavík Dental S.r.o.,,7,,,,,,218,DELETE,,,,,218,,,,,,,,,
"Odborný lékař stomatologie, ortodoncie",,7,,,,,,219,DELETE,,,,,219,,,,,,,,,
Ortodoncie Novotná Vladimíra MUDr.,,7,,,,,,220,DELETE,,,,,220,,,,,,,,,
Běla Kutalová - Dental,,7,,,,,,221,DELETE,,,,,221,,,,,,,,,
MUDr. Zlatuše Kovářová,,7,,,,,,222,DELETE,,,,,222,,,,,,,,,
MUDr.Zdeněk Linhart,,7,,,,,,223,DELETE,,,,,223,,,,,,,,,
Koleček Luděk MUDr.,,7,,,,,,224,DELETE,,,,,224,,,,,,,,,
Navara Zbyněk MUDr.,,7,,,,,,225,DELETE,,,,,225,,,,,,,,,
MUDr. Alice Tesařová,,7,,,,,,226,DELETE,,,,,226,,,,,,,,,
Kotrys David MUDr.,,7,,,,,,227,DELETE,,,,,227,,,,,,,,,
Praxident DK sro.,,7,,,,,,228,DELETE,,,,,228,,,,,,,,,
Tatarková Kateřina MUDr.,,7,,,,,,229,DELETE,,,,,229,,,,,,,,,
"Tradent Stom, S.r.o.",,7,,,,,,230,DELETE,,,,,230,,,,,,,,,
MUDr. Oldřich Hepnar,,7,,,,,,231,DELETE,,,,,231,,,,,,,,,
"MUDr. Kozák, ordinace praktického zubního lékaře",,7,,,,,,232,DELETE,,,,,232,,,,,,,,,
MUDr. Milada Zlámalová,,7,,,,,,233,DELETE,,,,,233,,,,,,,,,
Spurná Naděžda MUDr.,,7,,,,,,234,DELETE,,,,,234,,,,,,,,,
Parosan Medical S.r.o.,,7,,,,,,235,DELETE,,,,,235,,,,,,,,,
Kreplová Renata MUDr.,,7,,,,,,236,DELETE,,,,,236,,,,,,,,,
JaRo Dent,,7,,,,,,237,DELETE,,,,,237,,,,,,,,,
"Gem Dent, S.r.o.",,7,,,,,,238,DELETE,,,,,238,,,,,,,,,
Matušinec František MUDr.,,7,,,,,,239,DELETE,,,,,239,,,,,,,,,
"Lošťáková Helena Mudr., PhDr.",,7,,,,,,240,DELETE,,,,,240,,,,,,,,,
Krátká Drahoslava MUDr.,,7,,,,,,241,DELETE,,,,,241,,,,,,,,,
Kolářová Hana MUDr.,,7,,,,,,242,DELETE,,,,,242,,,,,,,,,
MUDr. Hana Sedláčková,https://www.facebook.com/ocni.sedlackova.prostejov,7,"HTML5, CSS3, JavaScript (jQuery), Font Awesome","#007bff, #ffffff, #f8f9fa","Web je postaven na zakázku bez použití CMS, což může komplikovat správu obsahu a integraci moderních funkcí, jako je online rezervace.",,,189,DELETE,,,,facebook.com/ocni.sedlackova.prostejov,189,,,,,,,,,
Ludmila Holá,,7,,,,,,244,DELETE,,,,,244,,,,,,,,,
Stomatologická Laborator,,7,,,,,,245,DELETE,,,,,245,,,,,,,,,
Zubní ordinace MUDr. Michaela Skácelová,,7,,,,,,246,DELETE,,,,,246,,,,,,,,,
MUDr. Vladimír Drahoš,,7,,,,,,247,DELETE,,,,,247,,,,,,,,,
Medico Dent,,7,,,,,,248,DELETE,,,,,248,,,,,,,,,
MUDr. Miluše Dvořáčková - praktické zubní lékařství,,7,,,,,,249,DELETE,,,,,249,,,,,,,,,
Zuzana Hlaváčková,,7,,,,,,250,DELETE,,,,,250,,,,,,,,,
Luxury Dent s.r.o.,,7,,,,,,251,DELETE,,,,,251,,,,,,,,,
"Dentální hygiena Anirda, Šlapanice",,7,,,,,,252,DELETE,,,,,252,,,,,,,,,
Zubní Lékař Kuchaříková Marie MUDr.,,7,,,,,,253,DELETE,,,,,253,,,,,,,,,
Zubní ordinace MUDr. Kinclová,,7,,,,,,254,DELETE,,,,,254,,,,,,,,,
Dufková Ludmila MUDr.,,7,,,,,,255,DELETE,,,,,255,,,,,,,,,
MDDr. Sylvie Konečná,,7,,,,,,256,DELETE,,,,,256,,,,,,,,,
Praktický zubní lékař,,7,,,,,,257,DELETE,,,,,257,,,,,,,,,
Stomatologie - MDDr. Jana Bušová,,7,,,,,,258,DELETE,,,,,258,,,,,,,,,
Zubní Lékař Čarvaš Pavel MUDr.,,7,,,,,,259,DELETE,,,,,259,,,,,,,,,
zubní ordinace MDDr. Jiřího Potůčka,,7,,,,,,260,DELETE,,,,,260,,,,,,,,,
Zubní ordinace MUDr. Lucie Nečasová,,7,,,,,,261,DELETE,,,,,261,,,,,,,,,
MDDr. Dagmar Potůčková,,7,,,,,,262,DELETE,,,,,262,,,,,,,,,
MUDr. Petra Havlová,,7,,,,,,263,DELETE,,,,,263,,,,,,,,,
"HELIOS DENT s.r.o., MUDr. Alžběta Beranová",,7,,,,,,264,DELETE,,,,,264,,,,,,,,,
DENT company sro,https://www.dentcompany.cz/,7,"Standardní HTML/CSS struktura, konkrétní framework není z kódu patrný.",,"Hlavní navigační menu obsahuje odkazy na blogové články namísto standardních navigačních položek služeb a kontaktu, což je pro návštěvníka matoucí a chybí jasné zaměření na konverzi (např. objednání).",,,211,DELETE,,,,dentcompany.cz,211,,,,,,,,,
Ševčíková Bohdana MUDr.,,7,,,,,,266,DELETE,,,,,266,,,,,,,,,
MUDr. Martina Řehořková,,7,,,,,,267,DELETE,,,,,267,,,,,,,,,
MUDr. Jarmila Kupková,,7,,,,,,268,DELETE,,,,,268,,,,,,,,,
Soukromá zubní ordinace,,7,,,,,,269,DELETE,,,,,269,,,,,,,,,
GynPro Blansko s.r.o.,,7,,,,,,270,DELETE,,,,,270,,,,,,,,,
Zubní Lékař Slabá Vlasta MUDr.,,7,,,,,,271,DELETE,,,,,271,,,,,,,,,
MUDr. Jana Hlasivcová,,7,,,,,,272,DELETE,,,,,272,,,,,,,,,
Zubní Lékař Duraj Josef MUDr.,,7,,,,,,273,DELETE,,,,,273,,,,,,,,,
"Dentave, S.r.o.",,7,,,,,,274,DELETE,,,,,274,,,,,,,,,
Zubní Lékař Horáková Eva MUDr.,,7,,,,,,275,DELETE,,,,,275,,,,,,,,,
MUDr. Magda Slabá,,7,,,,,,276,DELETE,,,,,276,,,,,,,,,
MUDr. Eva Housková,,7,,,,,,277,DELETE,,,,,277,,,,,,,,,
Haraštová Anna MUDr.,,7,,,,,,278,DELETE,,,,,278,,,,,,,,,
Šimák Miroslav MUDr.,,7,,,,,,279,DELETE,,,,,279,,,,,,,,,
MUDr. Petr Kolář,,7,,,,,,280,DELETE,,,,,280,,,,,,,,,
Zubní Lékař Berková Jana MUDr.,,7,,,,,,281,DELETE,,,,,281,,,,,,,,,
Zubní Lékař Voborník Josef MUDr.,,7,,,,,,282,DELETE,,,,,282,,,,,,,,,
Švarcová Šárka MUDr.,,7,,,,,,283,DELETE,,,,,283,,,,,,,,,
Ordinace PL - stomatologa,,7,,,,,,284,DELETE,,,,,284,,,,,,,,,
Kottová Alena MUDr.,,7,,,,,,285,DELETE,,,,,285,,,,,,,,,
Praktický Lékař Pro Dospělé Nešpolová Eva MUDr.,,7,,,,,,286,DELETE,,,,,286,,,,,,,,,
Šimková Jitka MUDr.,,7,,,,,,287,DELETE,,,,,287,,,,,,,,,
Praktické zubní lékařství,,7,,,,,,288,DELETE,,,,,288,,,,,,,,,
Zubní laboratoř Marek Jakubov,,7,,,,,,289,DELETE,,,,,289,,,,,,,,,
Samostatná ordinace PL stomatologa,,7,,,,,,290,DELETE,,,,,290,,,,,,,,,
DentTabo s.r.o.,,7,,,,,,291,DELETE,,,,,291,,,,,,,,,
"Tábor,poliklinika",,7,,,,,,292,DELETE,,,,,292,,,,,,,,,
Vutjanoková Renata MUDr.,,7,,,,,,293,DELETE,,,,,293,,,,,,,,,
Ordinace praktického zubního lékaře,,7,,,,,,294,DELETE,,,,,294,,,,,,,,,
MarivaDent,,7,,,,,,295,DELETE,,,,,295,,,,,,,,,
Stomatologická ambulance,,7,,,,,,296,DELETE,,,,,296,,,,,,,,,
Kropíková Zuzana MUDr.,,7,,,,,,297,DELETE,,,,,297,,,,,,,,,
Dr. Landa,,7,,,,,,298,DELETE,,,,,298,,,,,,,,,
Šmíd Karel MUDr.,,7,,,,,,299,DELETE,,,,,299,,,,,,,,,
Stomamed S.r.o.,,7,,,,,,300,DELETE,,,,,300,,,,,,,,,
Valha Miroslav MUDr.,,7,,,,,,301,DELETE,,,,,301,,,,,,,,,
Endivia dent,,7,,,,,,302,DELETE,,,,,302,,,,,,,,,
MDDr. Andrea Tondrová,https://www.drtondrova.cz/,7,"WordPress, Elementor, Contact Form 7, Google Fonts","#2196F3, #333333, #F0F8FF","The heavy use of a page builder (Elementor) results in highly verbose and deeply nested HTML, which can negatively impact performance and direct code maintainability.",info@drtondrova.cz,,249,DELETE,,,,drtondrova.cz,249,,,,,,,,,
"PERTICA s.r.o., MDDr. Miroslav Bísek",,7,,,,,,304,DELETE,,,,,304,,,,,,,,,
"UB Dent,s.r.o.",,7,,,,,,305,DELETE,,,,,305,,,,,,,,,
MUDr. Mirek Musil,,7,,,,,,306,DELETE,,,,,306,,,,,,,,,
MUDr. Tesař Zdeněk,,7,,,,,,307,DELETE,,,,,307,,,,,,,,,
MUDr. Radmila Trávníčková,,7,,,,,,308,DELETE,,,,,308,,,,,,,,,
Zubní ordinace MUDr. MDDr. Petra Kováříková,,7,,,,,,309,DELETE,,,,,309,,,,,,,,,
Kotyzová Michaela MUDr.,,7,,,,,,310,DELETE,,,,,310,,,,,,,,,
ELZET DENTAL,,7,,,,,,311,DELETE,,,,,311,,,,,,,,,
Kuriálová Lenka MUDr.,,7,,,,,,312,DELETE,,,,,312,,,,,,,,,
Zubni Lekar Truszykova Miloslava,,7,,,,,,313,DELETE,,,,,313,,,,,,,,,
Zubní Lékař Krátká Ludmila MUDr.,,7,,,,,,314,DELETE,,,,,314,,,,,,,,,
MUDr. Radmila Jáchymová,,7,,,,,,315,DELETE,,,,,315,,,,,,,,,
MDDr. Radovana Plochová,,7,,,,,,316,DELETE,,,,,316,,,,,,,,,
Zubní Lékař Mácová Marie MUDr.,,7,,,,,,317,DELETE,,,,,317,,,,,,,,,
MUDr. Olga Krejcarová,,7,,,,,,318,DELETE,,,,,318,,,,,,,,,
Panochová Hana MUDr.,,7,,,,,,319,DELETE,,,,,319,,,,,,,,,
Vystrčilová Zuzana MUDr.,,7,,,,,,320,DELETE,,,,,320,,,,,,,,,
Červený Miroslav MUDr.,,7,,,,,,321,DELETE,,,,,321,,,,,,,,,
Zubní ordinace MUDr. Milada Kubušová,,7,,,,,,322,DELETE,,,,,322,,,,,,,,,
"MUDr. Michalová Iva, MUDr. Herrmannová Pavla, praktická zubní lékařka",,7,,,,,,323,DELETE,,,,,323,,,,,,,,,
Kulovaný Petr MUDr.,,7,,,,,,324,DELETE,,,,,324,,,,,,,,,
Zubní Lékař Bočkay Ján MUDr.,,7,,,,,,325,DELETE,,,,,325,,,,,,,,,
MUDr. Ivana Škodová,,7,,,,,,326,DELETE,,,,,326,,,,,,,,,
Kulvadent S.r.o.,,7,,,,,,327,DELETE,,,,,327,,,,,,,,,
MUDr. Václav Rezek,,7,,,,,,328,DELETE,,,,,328,,,,,,,,,
MUDr.Pragerova Petra,,7,,,,,,329,DELETE,,,,,329,,,,,,,,,
Bulan Tomáš MUDr.,,7,,,,,,330,DELETE,,,,,330,,,,,,,,,
Jakubcová-sýkorová Blanka MUDr.,,7,,,,,,331,DELETE,,,,,331,,,,,,,,,
Nádravská Štěpánka MUDr.,,7,,,,,,332,DELETE,,,,,332,,,,,,,,,
MUDr. Ladislav Dolanský,,7,,,,,,333,DELETE,,,,,333,,,,,,,,,
MUDr. Eva Vurmová,,7,,,,,,334,DELETE,,,,,334,,,,,,,,,
Stomatolog České Budějovice,,7,,,,,,335,DELETE,,,,,335,,,,,,,,,
Dětská zubní společnost s.r.o.,,7,,,,,,336,DELETE,,,,,336,,,,,,,,,
MUDr. SOŇA HÜTTNEROVÁ,,7,,,,,,337,DELETE,,,,,337,,,,,,,,,
MUDr. Ladislava Vodičková,https://euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/tym/mudr-ladislava-vodickova/,7,Moderní CMS/framework (komponentově orientovaný),"#007BA7, #FFFFFF, #333333","Hlavní slabinou je příliš komplexní a rozsáhlá navigace, která může uživatele zahltit a ztížit rychlé nalezení konkrétních informací o daném lékaři.",,,284,DELETE,,,,euc.cz/nase-zarizeni/kliniky/euc-klinika-ceske-budejovice/tym/mudr-ladislava-vodickova,284,,,,,,,,,
Zdařil Libor MUDr.,,7,,,,,,339,DELETE,,,,,339,,,,,,,,,
"Jindra Petr MUDr., Ph.D.",,7,,,,,,340,DELETE,,,,,340,,,,,,,,,
Poliklinika Pražská,,7,,,,,,341,DELETE,,,,,341,,,,,,,,,
Ryčovský Stanislav MUDr.,,7,,,,,,342,DELETE,,,,,342,,,,,,,,,
Zubní Lékař Micaj Anatolij MUDr.,,7,,,,,,343,DELETE,,,,,343,,,,,,,,,
MUDr. Petr Peška,,7,,,,,,344,DELETE,,,,,344,,,,,,,,,
Matice Školské 1786/17,,7,,,,,,345,DELETE,,,,,345,,,,,,,,,
Stecherová Olga MUDr. - Ortodontista,,7,,,,,,346,DELETE,,,,,346,,,,,,,,,
"Zubní lékař - Dvořák Josef, MUDr.",,7,,,,,,347,DELETE,,,,,347,,,,,,,,,
Стоматология,,7,,,,,,348,DELETE,,,,,348,,,,,,,,,
Frommová Daniela MUDr.,,7,,,,,,349,DELETE,,,,,349,,,,,,,,,
MUDr.Marešová Terézie,,7,,,,,,350,DELETE,,,,,350,,,,,,,,,
Vališová Jana MUDr.,,7,,,,,,351,DELETE,,,,,351,,,,,,,,,
HI.Dentistry s.r.o.,https://www.facebook.com/HI.DENTISTRY,7,"HTML5, CSS3, JavaScript (Bootstrap, Owl Carousel, Font Awesome, Google Fonts Montserrat)","#00BCD4, #333333, #FFFFFF","Hlavní slabinou je použití generického obsahu a absence unikátního brandingu, což brání vytvoření osobité identity a důvěryhodnosti pro potenciální pacienty.",info@hi-dentistry.cz,,298,DELETE,,,,facebook.com/hi.dentistry,298,,,,,,,,,
Majada S.r.o.,,7,,,,,,353,DELETE,,,,,353,,,,,,,,,
Zubní Lékař Potyšová Marcela MUDr.,,7,,,,,,354,DELETE,,,,,354,,,,,,,,,
MUDr. Pavla Ježková,,7,,,,,,355,DELETE,,,,,355,,,,,,,,,
Zubní Lékař Sádlová Zdena MUDr.,,7,,,,,,356,DELETE,,,,,356,,,,,,,,,
Zubní Lékař Kučerová Hana MUDr.,,7,,,,,,357,DELETE,,,,,357,,,,,,,,,
Voldřichová Hana MUDr.,,7,,,,,,358,DELETE,,,,,358,,,,,,,,,
Zubní Lékař Česánková Jana MUDr.,,7,,,,,,359,DELETE,,,,,359,,,,,,,,,
Kabátová Olga MUDr.,,7,,,,,,360,DELETE,,,,,360,,,,,,,,,
Zubní ordinace Daniela Šindlerová,,7,,,,,,361,DELETE,,,,,361,,,,,,,,,
"Dentio - Strakonice, spol. S R.o.",,7,,,,,,362,DELETE,,,,,362,,,,,,,,,
Karas Karel MUDr.,,7,,,,,,363,DELETE,,,,,363,,,,,,,,,
Zubní Lékař Thöndlová Marie MUDr.,,7,,,,,,364,DELETE,,,,,364,,,,,,,,,
Stomatologická protetika,,7,,,,,,365,DELETE,,,,,365,,,,,,,,,
Zubní Lékař Vlachová Jana MUDr.,,7,,,,,,366,DELETE,,,,,366,,,,,,,,,
Hradecká Jitka MUDr.,,7,,,,,,367,DELETE,,,,,367,,,,,,,,,
"MUDr. Tušková Dana, praktický zubní lékař",,7,,,,,,368,DELETE,,,,,368,,,,,,,,,
Mareš Jaroslav MUDr.,,7,,,,,,369,DELETE,,,,,369,,,,,,,,,
Dentry - zubař Praha,https://dentry.cz/,7,Gradie (pravděpodobně custom CMS/page builder),"#007bff, #ffffff, #28a745","Hlavní slabinou je duplicitní sekce 'Nabízíme' a používání budoucích dat v novinkách, což naznačuje problémy s konzistencí obsahu a správou šablon.",info@dentry.cz,,316,DELETE,,,,dentry.cz,316,,,,,,,,,
Zubní klinika CLINIC+. Centrum dentální péče,https://clinic-plus.cz/,7,Vlastní CSS framework s grid systémem (podobný Bootstrapu),,"Hlavní slabinou je duplikace navigačních a CTA prvků v HTML kódu, což zvyšuje bloat a komplikuje údržbu.",info@clinic-plus.cz,,317,DELETE,,,,clinic-plus.cz,317,,,,,,,,,
MDDr. Pavel Fidler - soukromá zubní ordinace,,7,,,,,,372,DELETE,,,,,372,,,,,,,,,
Strnadová Vladimíra MUDr.,,7,,,,,,373,DELETE,,,,,373,,,,,,,,,
Zubní Lékař Otavová Ivana MUDr.,,7,,,,,,374,DELETE,,,,,374,,,,,,,,,
"Stomat, spol. s.r.o.",,7,,,,,,375,DELETE,,,,,375,,,,,,,,,
Zubní ordinace MUDr. Helena Šprinclová,,7,,,,,,376,DELETE,,,,,376,,,,,,,,,
Zubní Lékař Leger Aleš MUDr.,,7,,,,,,377,DELETE,,,,,377,,,,,,,,,
"MUDr. Karel Votava, Zubní Ordinace",,7,,,,,,378,DELETE,,,,,378,,,,,,,,,
Zubní Lékař Theimer Martin MUDr.,,7,,,,,,379,DELETE,,,,,379,,,,,,,,,
"3Mdent MUDr. Martina Šmídová, zubař Ústí nad Labem",,7,,,,,,380,DELETE,,,,,380,,,,,,,,,
Zubní Lékař Dvořáková Jana MUDr.,,7,,,,,,381,DELETE,,,,,381,,,,,,,,,
Soukromá zubní ordinace Ústí nad Labem,,7,,,,,,382,DELETE,,,,,382,,,,,,,,,
Zubní Lékař Münster Jan MUDr.,,7,,,,,,383,DELETE,,,,,383,,,,,,,,,
Zubní Lékař Cermanová Alexandra MUDr.,,7,,,,,,384,DELETE,,,,,384,,,,,,,,,
BlackDental s.r.o.,,7,,,,,,385,DELETE,,,,,385,,,,,,,,,
Zubní Lékař Zýka Aleš MUDr.,,7,,,,,,386,DELETE,,,,,386,,,,,,,,,
zubni ordinace Kačirek,,7,,,,,,387,DELETE,,,,,387,,,,,,,,,
Domorádová Bohumila MUDr.,,7,,,,,,388,DELETE,,,,,388,,,,,,,,,
